NO,作答ID,用户ID,开始时间,结束时间,作答总时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,请阅读上述知情同意书,您目前是否在职（包括全职、兼职、灵活、自雇等）？,过去一个月，您平均每周锻炼几次？,您每次锻炼平均多长时间（分钟）,[image],[image],[image],[image],Source,Frame,您觉得刚刚给出的健身计划是,您觉得刚刚给出的健身计划是,您觉得刚刚给出的健身计划是,Attitude,根据刚刚阅读的运动健康计划，请根据您的真实想法，评价以下每句话与您情况的符合程度-我预计会按照健身计划的建议去做,根据刚刚阅读的运动健康计划，请根据您的真实想法，评价以下每句话与您情况的符合程度-我想要按照给的健身计划的建议去做,根据刚刚阅读的运动健康计划，请根据您的真实想法，评价以下每句话与您情况的符合程度-我打算按照健身计划的建议去做,Intention,如果你真的很有动力，对你来说，接下来一个月里坚持规律运动的难易程度是？「规律运动」是指：在空闲时间里，每周至少3次，每次持续20到30分钟以上的高强度体育活动，其强度足以感到呼吸急促、心跳加快并大量出汗。,如果你真的很有动力，你有多大信心能在接下来一个月里坚持规律运动？,如果你真的很有动力，你有多确定自己能在接下来一个月里坚持规律运动？,SE,您觉得AI聊天机器人是,您觉得AI聊天机器人是,您觉得AI聊天机器人是,您觉得AI聊天机器人是,您觉得AI聊天机器人是,Trust,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我经常思考我的健康问题,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我非常在意自己的健康,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我非常关注自己的健康,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我经常检查自己的健康状况,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我会注意一天当中身体的感受,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我通常能意识到自己的健康状况,HC,Sex,您的年龄是,您的工作类型是,您的工作类型是-其他-文本,您的工作方式是,您觉得您平常的工作需要久坐吗,您从事的行业是,您从事的行业是-其他-文本,您的工作地点是,您的最高学历是
174,NRjknDrXyBm,aMgG5n8M,2026-04-02 16:27:35,2026-04-02 16:33:01,326,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,117.35.133.222,108.8606006,34.2144541,陕西省,西安市,MOBILE,iOS,Apple WebKit,393px*852px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,30,,,,1,1,0,4,3,3,3.33333333333333,3,2,3,2.66666666666667,3,4,3,3.33333333333333,4,4,5,5,4,4.4,5,5,5,4,6,5,5,0,29,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,互联网 / 科技 （如：软件开发、IT、互联网产品、数据分析、平台运营等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
175,Q452xqg1r3A,me3g2JDe,2026-04-02 16:27:49,2026-04-02 16:32:53,304,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,39.144.87.76,115.5178630,40.4153420,河北省,保定市,MOBILE,iOS,Apple WebKit,414px*736px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,45,1,,,,0,1,6,7,6,6.33333333333333,5,6,6,5.66666666666667,6,7,6,6.33333333333333,6,5,5,6,5,5.4,5,6,6,5,6,7,5.83333333333333,0,41,全职员工（每周 ≥35 小时）,,混合办公（办公室 + 远程）,需要,金融 / 法律 / 咨询（如：银行、保险、投资、证券、会计、法律服务、管理咨询等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,硕士及以上
176,XON6bJnmq6d,DMx6mj5L,2026-04-02 16:27:21,2026-04-02 16:32:44,323,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,119.98.111.53,114.2552620,30.5244350,湖北省,武汉市,MOBILE,Android,Chrome,388px*861px,"Stimuli D. human loss,Stimuli D. human loss",本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,60,,,,1,1,0,6,7,6,6.33333333333333,6,5,5,5.33333333333333,5,6,5,5.33333333333333,6,7,6,6,7,6.4,6,7,5,6,5,6,5.83333333333333,1,37,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
177,bNPrGGzAW0n,e8YZj8zM,2026-04-02 16:27:26,2026-04-02 16:32:29,303,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,117.136.85.82,100.2290270,25.5959570,云南省,大理白族自治州,MOBILE,Android,Chrome,384px*854px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,45,,,1,,1,1,6,6,6,6,5,5,6,5.33333333333333,5,5,5,5,5,5,6,5,6,5.4,6,5,6,6,6,5,5.66666666666667,0,29,全职员工（每周 ≥35 小时）,,混合办公（办公室 + 远程）,需要,教育 / 科研（如：学校教师、培训机构、大学研究人员、科研机构等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
178,NRjknQzyNGb,7lOD6J5M,2026-04-02 16:27:26,2026-04-02 16:32:23,297,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,39.144.249.58,118.0571490,24.3876961,福建省,漳州市,TABLET,iOS,Apple WebKit,810px*1080px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,30,1,,,,0,1,6,6,7,6.33333333333333,5,7,6,6,5,6,5,5.33333333333333,5,6,7,5,7,6,6,5,5,7,6,7,6,0,49,全职员工（每周 ≥35 小时）,,混合办公（办公室 + 远程）,需要,互联网 / 科技 （如：软件开发、IT、互联网产品、数据分析、平台运营等）,,二线城市,高中及以下
179,Q452xvKJ1Yd,QL0RmODM,2026-04-02 16:27:27,2026-04-02 16:32:13,286,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,120.216.74.35,114.0124970,33.3866040,河南省,驻马店市,MOBILE,Android,Chrome,360px*803px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,30,,1,,,0,0,6,7,7,6.66666666666667,6,7,6,6.33333333333333,6,7,7,6.66666666666667,5,6,6,5,7,5.8,6,7,6,5,6,5,5.83333333333333,0,33,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,互联网 / 科技 （如：软件开发、IT、互联网产品、数据分析、平台运营等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
180,Q452xvqxVvd,ve8bwPg7,2026-04-02 16:28:16,2026-04-02 16:32:06,230,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,27.156.88.217,119.1905520,26.0740800,福建省,福州市,MOBILE,Android,Chrome,360px*804px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,30,,,,1,1,0,6,7,7,6.66666666666667,6,7,7,6.66666666666667,3,4,5,4,5,5,6,5,5,5.2,5,7,6,6,7,6,6.16666666666667,0,27,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,金融 / 法律 / 咨询（如：银行、保险、投资、证券、会计、法律服务、管理咨询等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,硕士及以上
181,mn8o9YGBD1K,5LwxozVe,2026-04-02 16:27:32,2026-04-02 16:32:05,273,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,27.128.37.68,114.4883910,38.1034390,河北省,石家庄市,MOBILE,Android,Chrome,361px*801px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,30,,1,,,0,0,7,7,7,7,6,6,7,6.33333333333333,6,6,7,6.33333333333333,7,7,6,7,6,6.6,6,6,7,7,7,5,6.33333333333333,1,29,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,教育 / 科研（如：学校教师、培训机构、大学研究人员、科研机构等）,,二线城市,本科
182,vNaZ96NJqpb,4enV6Xne,2026-04-02 16:27:17,2026-04-02 16:31:47,270,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,39.144.246.171,125.7098300,42.5409570,吉林省,松原市,MOBILE,Android,Chrome,407px*850px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,60,,,1,,1,1,5,6,7,6,6,7,5,6,7,5,6,6,6,7,5,7,5,6,5,6,5,7,6,7,6,0,30,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,二线城市,本科
183,XON6ANrwgdj,leNZZXqe,2026-04-02 16:27:29,2026-04-02 16:31:23,234,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,49.90.91.31,120.4524980,32.5386887,江苏省,苏州市,MOBILE,iOS,Apple WebKit,390px*844px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,30,,,,1,1,0,5,5,5,5,5,5,5,5,6,6,6,6,5,5,6,5,6,5.4,4,5,5,5,5,5,4.83333333333333,1,35,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,二线城市,本科
184,Q45285XA86G,7qXDwXpM,2026-04-02 16:27:26,2026-04-02 16:31:19,233,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,117.28.108.5,118.1904160,24.4965430,福建省,厦门市,MOBILE,Android,Chrome,362px*801px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,60,1,,,,0,1,6,6,5,5.66666666666667,6,6,6,6,6,6,6,6,6,6,5,6,7,6,5,6,6,5,5,5,5.33333333333333,1,35,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
185,nNqx9qQQEod,e3BmRz9L,2026-04-02 16:27:45,2026-04-02 16:31:18,213,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,222.83.158.243,109.3272380,22.2249020,广西壮族自治区,钦州市,MOBILE,Android,Chrome,360px*802px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,60,,,,1,1,0,7,6,6,6.33333333333333,6,6,7,6.33333333333333,6,7,7,6.66666666666667,5,5,6,5,5,5.2,7,7,6,5,7,6,6.33333333333333,0,48,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,教育 / 科研（如：学校教师、培训机构、大学研究人员、科研机构等）,,三线及以下城市,本科
186,Q45285x962A,7qXp6k6M,2026-04-02 16:27:20,2026-04-02 16:31:15,235,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,211.162.34.222,117.9753580,24.4931850,福建省,厦门市,MOBILE,Android,Chrome,360px*796px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,30,,1,,,0,0,5,6,7,6,5,6,6,5.66666666666667,4,5,6,5,5,5,6,6,5,5.4,6,7,7,6,6,7,6.5,0,52,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,二线城市,高中及以下
187,Q4528GGzNJb,leNwkkqM,2026-04-02 16:27:25,2026-04-02 16:30:53,208,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,111.52.1.24,112.5155590,37.8626740,山西省,太原市,MOBILE,Android,Chrome,384px*792px,"Stimuli C. human gain,Stimuli C. human gain",本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,40,,,1,,1,1,7,7,6,6.66666666666667,6,7,7,6.66666666666667,5,6,6,5.66666666666667,5,5,6,7,6,5.8,5,6,5,5,6,7,5.66666666666667,1,23,全职员工（每周 ≥35 小时）,,混合办公（办公室 + 远程）,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,二线城市,本科
188,XON6Aa8WN15,eNQ5jrgL,2026-04-02 16:27:28,2026-04-02 16:30:42,194,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,222.222.182.213,115.8556070,39.3210510,河北省,保定市,MOBILE,Android,Chrome,375px*828px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,60,1,,,,0,1,7,7,7,7,6,7,6,6.33333333333333,5,5,6,5.33333333333333,5,6,5,5,7,5.6,7,7,7,6,5,7,6.5,0,35,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,互联网 / 科技 （如：软件开发、IT、互联网产品、数据分析、平台运营等）,,三线及以下城市,本科
189,mn8o9rnvXBA,Ke5yEbVe,2026-04-02 16:27:23,2026-04-02 16:30:37,194,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,43.250.245.210,108.2547562,22.8485420,广西壮族自治区,南宁市,MOBILE,iOS,Apple WebKit,430px*932px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,30,1,,,,0,1,7,5,6,6,6,5,7,6,6,7,5,6,5,4,4,7,6,5.2,4,6,7,5,7,5,5.66666666666667,1,22,全职员工（每周 ≥35 小时）,,工作地点不固定 / 经常外出工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,副学士 / 大专
190,bNPrq0N96qY,me3jv3aL,2026-04-02 16:27:25,2026-04-02 16:30:37,192,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,223.104.122.12,114.2622100,30.6273730,湖北省,武汉市,MOBILE,Android,Chrome,370px*822px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,45,,1,,,0,0,5,6,6,5.66666666666667,5,6,6,5.66666666666667,4,5,5,4.66666666666667,6,6,7,6,6,6.2,5,6,6,5,5,5,5.33333333333333,1,38,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,副学士 / 大专
191,mn8o9rmZgjD,8MZqrGre,2026-04-02 16:27:16,2026-04-02 16:30:35,199,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,111.61.175.250,116.5459392,38.0680845,河北省,沧州市,MOBILE,iOS,Apple WebKit,390px*844px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,60,,,1,,1,1,6,7,6,6.33333333333333,6,7,7,6.66666666666667,6,6,5,5.66666666666667,5,5,4,5,6,5,5,6,6,5,6,6,5.66666666666667,0,34,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,医疗 / 健康（如：医生、护士、药学、公共卫生、健康管理等）,,三线及以下城市,本科
192,oBgZ1AZlko4,LQ8xDzQ7,2026-04-02 16:27:26,2026-04-02 16:30:26,180,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,39.144.69.22,110.3193960,20.0622640,海南省,海口市,MOBILE,Android,Chrome,370px*816px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,1次,60,,,,1,1,0,6,7,7,6.66666666666667,6,6,7,6.33333333333333,3,2,2,2.33333333333333,6,6,6,6,6,6,5,5,5,5,5,5,5,0,44,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,教育 / 科研（如：学校教师、培训机构、大学研究人员、科研机构等）,,二线城市,硕士及以上
193,NRjkQKYV2lb,qM6m53Be,2026-04-02 16:27:19,2026-04-02 16:30:24,185,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,180.139.64.177,107.6335590,23.7612450,广西壮族自治区,百色市,MOBILE,Android,Chrome,360px*780px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,30,,,1,,1,1,6,7,6,6.33333333333333,5,5,6,5.33333333333333,5,5,6,5.33333333333333,5,6,5,5,6,5.4,6,7,6,6,7,6,6.33333333333333,0,29,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,文创 / 传媒 / 广告（如：媒体、艺术、内容创作、设计、市场营销、广告、公关等）,,二线城市,本科
194,lxydO96yEXp,DMxny9KL,2026-04-02 16:27:17,2026-04-02 16:30:14,177,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,125.43.77.72,114.7895520,32.3266600,河南省,洛阳市,MOBILE,Android,Chrome,393px*873px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,40,,,1,,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,63,全职员工（每周 ≥35 小时）,,工作地点不固定 / 经常外出工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,副学士 / 大专
195,lxydO9EKl6x,Mr5V6bpe,2026-04-02 16:27:23,2026-04-02 16:30:14,171,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,222.185.41.136,119.9729320,31.6439220,江苏省,常州市,MOBILE,Android,Chrome,412px*915px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,20,1,,,,0,1,7,6,6,6.33333333333333,6,5,6,5.66666666666667,4,6,5,5,6,5,4,6,6,5.4,7,7,7,4,5,5,5.83333333333333,1,35,全职员工（每周 ≥35 小时）,,工作地点不固定 / 经常外出工作,不需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,二线城市,副学士 / 大专
196,WPAmWyQa3KJ,ve8xyj4e,2026-04-02 16:27:27,2026-04-02 16:30:07,160,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,39.144.190.87,112.9334300,28.2162160,湖南省,长沙市,MOBILE,Android,Chrome,370px*816px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,60,,1,,,0,0,5,6,6,5.66666666666667,5,6,5,5.33333333333333,5,4,4,4.33333333333333,5,6,7,6,6,6,5,6,5,5,6,6,5.5,0,21,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,医疗 / 健康（如：医生、护士、药学、公共卫生、健康管理等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
197,NRjkQm5YPxq,MRD5NJQL,2026-04-02 16:27:16,2026-04-02 16:30:06,170,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,111.55.153.184,106.6194528,31.4715761,四川省,南充市,MOBILE,iOS,Apple WebKit,390px*844px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,30,,,,1,1,0,7,6,6,6.33333333333333,5,6,6,5.66666666666667,6,7,6,6.33333333333333,5,5,6,4,5,5,5,6,6,4,3,6,5,0,28,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,政府 / 公共服务（如：政府机构、事业单位、公共管理、社会服务机构等）,,三线及以下城市,本科
198,vNaZ9Wzq2dv,LGBQ44p7,2026-04-02 16:27:19,2026-04-02 16:29:25,126,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,117.136.90.4,112.4722050,37.7297300,山西省,太原市,MOBILE,Android,Chrome,360px*804px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,30,1,,,,0,1,5,6,7,6,5,5,6,5.33333333333333,6,7,6,6.33333333333333,6,7,6,7,6,6.4,6,5,7,6,7,5,6,0,35,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,文创 / 传媒 / 广告（如：媒体、艺术、内容创作、设计、市场营销、广告、公关等）,,二线城市,本科
199,XON6A1G2BWO,Mr5G8z0e,2026-04-02 16:23:14,2026-04-02 16:28:33,319,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,117.188.184.78,104.2723560,26.8343850,贵州省,毕节市,MOBILE,Android,Chrome,407px*904px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,60,,1,,,0,0,7,7,6,6.66666666666667,6,5,5,5.33333333333333,6,7,6,6.33333333333333,6,5,6,5,6,5.6,6,7,6,5,7,5,6,1,25,合同制 / 临时雇员,,混合办公（办公室 + 远程）,需要,金融 / 法律 / 咨询（如：银行、保险、投资、证券、会计、法律服务、管理咨询等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
